"year","month","day","order","country","session.ID","page.1..main.category.","page.2..clothing.model.","colour","location","model.photography","price","price.2","page"
2008,"July",3,14,"Poland",17374,"trousers","A2","blue","top left","en face",43,"no",1
2008,"August",7,6,"Poland",23195,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"July",17,9,"com(*.com)",19679,"blouses","C35","of many colors","bottom right","en face",50,"yes",2
2008,"May",24,2,"Poland",10881,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"July",18,2,"Poland",19968,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",10,19,"Czech_Republic",8411,"blouses","C19","red","top left","en face",48,"yes",2
2008,"April",2,3,"Poland",601,"skirts","B19","violet","top left","en face",38,"no",2
2008,"April",12,1,"Poland",3167,"blouses","C1","brown","top left","profile",28,"no",1
2008,"June",7,1,"Poland",13329,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",27,13,"Lithuania",16450,"sale","P57","brown","top left","en face",43,"yes",4
2008,"June",28,1,"Poland",16583,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",11,6,"Poland",13874,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"July",8,19,"Czech_Republic",18274,"blouses","C31","red","bottom in the middle","en face",33,"no",2
2008,"June",4,2,"Czech_Republic",12907,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"June",26,16,"United_Kingdom",16268,"sale","P25","black","top right","profile",43,"yes",2
2008,"May",18,7,"Poland",9796,"trousers","A40","brown","top in the middle","profile",38,"no",3
2008,"July",14,12,"Poland",19121,"blouses","C44","white","top right","en face",55,"yes",3
2008,"July",3,10,"Poland",17374,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"July",2,38,"Poland",17209,"sale","P20","green","top left","en face",23,"no",2
2008,"June",10,4,"Poland",13860,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"May",12,10,"Poland",8722,"sale","P16","green","bottom right","en face",33,"no",1
2008,"July",7,1,"Poland",18040,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"April",2,1,"Poland",640,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",11,6,"Poland",18830,"sale","P8","black","top right","en face",28,"no",1
2008,"July",18,14,"Poland",19868,"trousers","A43","black","top right","en face",62,"yes",3
2008,"July",16,4,"Poland",19488,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",17,21,"Czech_Republic",4294,"trousers","A35","white","bottom right","profile",33,"no",2
2008,"May",24,11,"Poland",10921,"sale","P55","white","top left","profile",33,"no",4
2008,"June",11,34,"Poland",13996,"sale","P11","brown","bottom left","profile",38,"yes",1
2008,"May",9,4,"Poland",8288,"sale","P39","white","top left","en face",43,"yes",3
2008,"April",22,3,"Poland",5429,"sale","P75","green","top left","en face",33,"no",5
2008,"June",26,3,"Poland",16417,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"July",17,34,"Poland",19700,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"April",10,16,"Poland",2730,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",28,4,"Netherlands",6304,"blouses","C46","black","bottom left","en face",48,"yes",3
2008,"June",29,2,"Poland",16788,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"May",29,7,"Czech_Republic",11882,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"August",10,15,"Poland",23550,"sale","P20","green","top left","en face",23,"no",2
2008,"May",13,16,"Czech_Republic",9047,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"July",14,6,"Poland",19126,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"May",13,1,"Poland",8963,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"July",15,5,"Czech_Republic",19330,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",7,16,"Poland",7981,"sale","P18","black","bottom right","en face",28,"no",1
2008,"April",20,2,"Poland",4900,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"August",2,1,"Poland",22346,"blouses","C1","brown","top left","profile",28,"no",1
2008,"July",16,5,"Poland",19594,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"April",18,7,"Czech_Republic",4583,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"May",29,21,"Poland",11880,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"August",11,9,"Poland",23738,"sale","P57","brown","top left","en face",43,"yes",4
2008,"April",1,20,"Lithuania",67,"blouses","C58","white","top in the middle","profile",48,"yes",4
2008,"July",20,3,"Poland",20184,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"June",13,8,"Poland",14302,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"June",26,5,"Poland",16287,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"May",26,8,"Poland",11295,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"April",6,37,"Poland",1881,"sale","P11","brown","bottom left","profile",38,"yes",1
2008,"June",28,2,"Poland",16668,"trousers","A30","grey","bottom left","en face",38,"no",2
2008,"July",7,5,"Poland",18009,"blouses","C20","violet","top left","profile",48,"yes",2
2008,"April",25,8,"Poland",5958,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"April",24,7,"Poland",5750,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"June",25,1,"Poland",16234,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"April",12,20,"Poland",3214,"sale","P9","brown","top right","profile",23,"no",1
2008,"April",3,4,"Poland",1055,"sale","P59","black","top in the middle","profile",38,"yes",4
2008,"April",30,17,"Poland",6794,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"April",2,30,"Poland",690,"sale","P64","red","bottom left","profile",28,"no",4
2008,"April",27,1,"Czech_Republic",6253,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"June",11,5,"Poland",14037,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"May",1,5,"Poland",6952,"blouses","C9","grey","top right","en face",48,"yes",1
2008,"April",17,3,"Poland",4267,"blouses","C15","grey","bottom in the middle","en face",33,"no",1
2008,"April",3,4,"Poland",969,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",4,6,"Poland",1433,"blouses","C42","green","top in the middle","en face",28,"no",3
2008,"April",2,22,"Poland",947,"sale","P57","brown","top left","en face",43,"yes",4
2008,"April",24,18,"Poland",5820,"blouses","C57","burgundy","top left","profile",33,"no",4
2008,"June",11,6,"Poland",13915,"blouses","C27","pink","top right","en face",48,"yes",2
2008,"April",11,6,"Poland",2912,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"April",20,1,"Poland",4939,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"August",4,13,"Poland",22522,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"April",1,4,"Poland",232,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"April",11,7,"Poland",3019,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"May",13,12,"Poland",9010,"sale","P1","blue","top left","en face",38,"yes",1
2008,"June",7,4,"Poland",13258,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"April",24,5,"Poland",5680,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"May",19,2,"Poland",10053,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"July",8,4,"Czech_Republic",18248,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"June",8,6,"Poland",13418,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"April",21,3,"Czech_Republic",5149,"trousers","A19","red","top left","profile",33,"no",2
2008,"August",10,7,"Poland",23540,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"April",3,6,"Poland",979,"blouses","C54","white","bottom right","en face",57,"yes",3
2008,"August",6,1,"Poland",23006,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"August",1,3,"Poland",22140,"blouses","C50","of many colors","bottom in the middle","profile",20,"no",3
2008,"June",7,12,"Poland",13324,"blouses","C18","of many colors","bottom right","en face",48,"yes",1
2008,"July",26,15,"Poland",21233,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"April",23,5,"Poland",5498,"skirts","B23","green","top in the middle","en face",38,"no",2
2008,"August",7,12,"Poland",23201,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"June",16,2,"Poland",14708,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"April",8,12,"Poland",2186,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"July",22,2,"Poland",20577,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"May",16,51,"Poland",9585,"sale","P2","blue","top left","en face",28,"no",1
2008,"July",19,1,"Czech_Republic",20080,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"April",12,3,"Czech_Republic",3327,"blouses","C31","red","bottom in the middle","en face",33,"no",2
2008,"July",31,2,"Poland",22084,"skirts","B27","black","top right","en face",57,"yes",2
2008,"July",14,6,"Poland",19150,"trousers","A7","blue","top right","en face",43,"no",1
2008,"May",17,4,"Poland",9698,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"May",1,17,"Poland",7061,"skirts","B23","green","top in the middle","en face",38,"no",2
2008,"April",24,1,"Poland",5694,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"June",16,5,"Poland",14650,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"May",3,7,"Czech_Republic",7280,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",7,5,"Poland",8025,"sale","P13","brown","bottom in the middle","en face",38,"yes",1
2008,"June",3,13,"Poland",12562,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"May",14,2,"Poland",9174,"sale","P81","brown","top right","profile",43,"yes",5
2008,"July",5,7,"Poland",17706,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"June",25,4,"Poland",16123,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"April",10,11,"Poland",2887,"blouses","C44","white","top right","en face",55,"yes",3
2008,"June",17,14,"Lithuania",14811,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"May",14,2,"Poland",9086,"blouses","C1","brown","top left","profile",28,"no",1
2008,"June",4,9,"Poland",12824,"blouses","C35","of many colors","bottom right","en face",50,"yes",2
2008,"April",29,10,"Poland",6514,"blouses","C42","green","top in the middle","en face",28,"no",3
2008,"July",1,11,"Poland",17119,"skirts","B19","violet","top left","en face",38,"no",2
2008,"August",3,14,"Poland",22403,"blouses","C24","red","top in the middle","en face",33,"no",2
2008,"July",31,18,"Poland",21927,"sale","P78","white","top in the middle","profile",48,"yes",5
2008,"July",2,16,"Poland",17361,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"April",25,5,"Poland",5856,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"June",4,9,"Poland",12830,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",2,9,"Poland",641,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",6,1,"Poland",7784,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"July",22,6,"Poland",20657,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"August",10,1,"Poland",23614,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"June",3,7,"Poland",12655,"sale","P50","grey","bottom in the middle","profile",33,"no",3
2008,"May",1,6,"Poland",7082,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"June",29,4,"net(*.net)",16833,"sale","P52","pink","bottom right","profile",23,"no",3
2008,"April",23,45,"Poland",5614,"sale","P56","black","top left","en face",33,"no",4
2008,"June",13,8,"Poland",14240,"sale","P2","blue","top left","en face",28,"no",1
2008,"May",11,22,"Poland",8639,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"June",7,7,"Poland",13256,"trousers","A36","beige","bottom right","en face",33,"no",2
2008,"April",3,6,"Poland",1033,"sale","P34","of many colors","bottom right","profile",48,"yes",2
2008,"July",17,8,"Poland",19817,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"May",21,3,"Poland",10284,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"August",3,1,"Poland",22456,"skirts","B8","brown","top right","profile",52,"yes",1
2008,"May",16,3,"Poland",9432,"blouses","C20","violet","top left","profile",48,"yes",2
2008,"July",25,5,"Poland",21168,"sale","P29","burgundy","bottom left","profile",33,"no",2
2008,"May",2,10,"Poland",7195,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"April",27,14,"Poland",6220,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"June",16,10,"Poland",14697,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"April",4,3,"Poland",1295,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",9,2,"Poland",2573,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",20,1,"Poland",4857,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"April",10,16,"Poland",2766,"blouses","C17","white","bottom right","en face",48,"yes",1
2008,"May",14,5,"United_Kingdom",9081,"skirts","B22","black","top in the middle","en face",67,"yes",2
2008,"June",3,2,"Poland",12701,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",15,13,"Poland",3848,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"June",2,7,"Czech_Republic",12476,"trousers","A37","black","top left","en face",62,"yes",3
2008,"July",13,11,"Poland",19062,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"July",8,1,"Germany",18243,"blouses","C57","burgundy","top left","profile",33,"no",4
2008,"July",29,5,"Poland",21654,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"May",4,10,"Poland",7393,"sale","P20","green","top left","en face",23,"no",2
2008,"June",21,2,"Poland",15565,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"May",12,1,"Poland",8856,"sale","P19","black","top left","en face",48,"yes",2
2008,"May",3,5,"Poland",7319,"blouses","C54","white","bottom right","en face",57,"yes",3
2008,"May",17,1,"Czech_Republic",9686,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"June",12,4,"Poland",14084,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"April",21,25,"France",5026,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"April",4,2,"Poland",1417,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",14,6,"Poland",3603,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"August",4,20,"Poland",22575,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"June",6,1,"Poland",13111,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"May",1,3,"Poland",7008,"blouses","C11","green","bottom left","en face",33,"no",1
2008,"July",6,6,"Poland",17889,"sale","P9","brown","top right","profile",23,"no",1
2008,"July",21,8,"Poland",20328,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"June",20,11,"Poland",15414,"sale","P7","brown","top right","profile",28,"no",1
2008,"July",24,3,"Poland",20903,"blouses","C25","black","top right","en face",33,"no",2
2008,"April",14,60,"Lithuania",3515,"blouses","C4","brown","top in the middle","en face",48,"yes",1
2008,"August",10,1,"Poland",23526,"trousers","A42","grey","top in the middle","en face",28,"no",3
2008,"August",11,5,"Poland",23738,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"May",27,7,"Poland",11438,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"April",4,3,"Poland",1485,"skirts","B6","black","top in the middle","en face",52,"yes",1
2008,"May",2,6,"Poland",7091,"skirts","B3","red","top left","en face",52,"yes",1
2008,"April",2,11,"Poland",810,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"June",2,1,"Poland",12412,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"July",15,3,"Czech_Republic",19330,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"May",27,11,"Poland",11434,"sale","P18","black","bottom right","en face",28,"no",1
2008,"June",7,50,"Germany",13332,"sale","P63","white","top right","profile",28,"no",4
2008,"July",3,2,"Poland",17415,"trousers","A36","beige","bottom right","en face",33,"no",2
2008,"May",31,2,"Czech_Republic",12141,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",29,7,"Poland",6636,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"July",22,6,"Czech_Republic",20469,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"April",5,10,"Poland",1531,"blouses","C47","violet","bottom left","profile",18,"no",3
2008,"April",13,1,"Poland",3400,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",27,2,"Poland",11463,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"May",11,11,"Poland",8620,"skirts","B20","navy blue","top left","en face",43,"no",2
2008,"April",2,15,"Poland",955,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"April",28,2,"Poland",6372,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"May",8,2,"Poland",8103,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"May",10,2,"Poland",8443,"trousers","A27","blue","top right","en face",55,"yes",2
2008,"May",1,72,"Poland",7080,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"August",6,5,"Poland",22910,"sale","P1","blue","top left","en face",38,"yes",1
2008,"April",9,1,"Lithuania",2627,"blouses","C4","brown","top in the middle","en face",48,"yes",1
2008,"August",5,3,"Poland",22865,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"April",1,1,"Poland",362,"sale","P12","brown","bottom left","en face",33,"no",1
2008,"June",14,4,"Poland",14424,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"July",19,3,"Poland",20071,"blouses","C58","white","top in the middle","profile",48,"yes",4
2008,"May",21,11,"Poland",10299,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"April",3,10,"Poland",1113,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"April",18,15,"Poland",4549,"blouses","C53","white","bottom right","en face",38,"no",3
2008,"July",4,2,"Poland",17599,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"July",30,4,"Poland",21873,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"May",3,3,"Poland",7284,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"May",13,2,"Poland",8902,"skirts","B7","grey","top right","en face",38,"no",1
2008,"August",1,3,"Poland",22189,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"June",10,1,"com(*.com)",13863,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"June",26,1,"Poland",16402,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",12,7,"Poland",3211,"trousers","A19","red","top left","profile",33,"no",2
2008,"August",12,8,"Poland",23843,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",19,1,"Poland",20093,"blouses","C8","black","top right","profile",48,"yes",1
2008,"June",17,4,"Poland",14912,"skirts","B9","beige","top right","en face",48,"no",1
2008,"April",2,17,"Poland",815,"sale","P43","green","top right","profile",38,"yes",3
2008,"July",19,19,"Poland",20058,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"June",24,25,"Poland",16040,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"July",24,8,"Poland",20955,"blouses","C24","red","top in the middle","en face",33,"no",2
2008,"April",28,24,"Poland",6383,"sale","P82","grey","bottom left","profile",48,"yes",5
2008,"May",16,1,"Lithuania",9452,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"July",11,4,"United_Kingdom",18673,"blouses","C47","violet","bottom left","profile",18,"no",3
2008,"July",12,47,"Poland",18917,"sale","P58","of many colors","top in the middle","profile",38,"yes",4
2008,"June",27,3,"Poland",16479,"trousers","A19","red","top left","profile",33,"no",2
2008,"April",17,3,"Poland",4326,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"July",30,9,"Poland",21770,"skirts","B20","navy blue","top left","en face",43,"no",2
2008,"July",31,1,"Poland",22089,"sale","P20","green","top left","en face",23,"no",2
2008,"May",4,1,"Poland",7374,"skirts","B7","grey","top right","en face",38,"no",1
2008,"August",11,3,"Poland",23714,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"April",28,14,"Czech_Republic",6440,"blouses","C44","white","top right","en face",55,"yes",3
2008,"June",20,4,"Poland",15447,"sale","P27","grey","top right","profile",33,"no",2
2008,"June",13,5,"Poland",14339,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"June",6,16,"Poland",13113,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"April",8,23,"Poland",2298,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"April",24,4,"Poland",5730,"sale","P13","brown","bottom in the middle","en face",38,"yes",1
2008,"July",29,21,"Poland",21613,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",31,4,"Poland",22015,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"May",16,12,"United_Kingdom",9455,"skirts","B6","black","top in the middle","en face",52,"yes",1
2008,"June",30,3,"Poland",16946,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"August",1,2,"Poland",22153,"sale","P1","blue","top left","en face",38,"yes",1
2008,"May",26,8,"Poland",11193,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"April",4,2,"United_Kingdom",1422,"skirts","B25","grey","top right","en face",38,"no",2
2008,"May",13,3,"Poland",8967,"trousers","A7","blue","top right","en face",43,"no",1
2008,"April",10,2,"Poland",2821,"skirts","B21","red","top left","en face",67,"yes",2
2008,"May",29,3,"Poland",11856,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"July",8,1,"Poland",18244,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"April",2,8,"com(*.com)",951,"trousers","A26","black","top right","en face",38,"no",2
2008,"April",29,3,"Poland",6513,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"May",24,9,"Czech_Republic",10948,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"July",17,1,"Lithuania",19669,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"April",30,3,"Poland",6823,"blouses","C29","grey","bottom left","profile",52,"yes",2
2008,"June",2,15,"Poland",12329,"sale","P47","white","bottom left","en face",28,"no",3
2008,"July",14,5,"Lithuania",19136,"skirts","B22","black","top in the middle","en face",67,"yes",2
2008,"July",11,4,"Lithuania",18758,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"July",31,1,"Poland",22052,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"May",8,130,"Poland",8201,"sale","P66","of many colors","bottom left","profile",43,"yes",4
2008,"June",19,2,"Poland",15172,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"May",16,3,"com(*.com)",9624,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"August",10,2,"net(*.net)",23624,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"June",13,18,"Poland",14312,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"May",30,3,"Poland",11937,"trousers","A41","brown","top in the middle","en face",43,"no",3
2008,"April",10,4,"Poland",2896,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"April",17,22,"Poland",4335,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"April",11,16,"Poland",3139,"sale","P16","green","bottom right","en face",33,"no",1
2008,"May",28,12,"Poland",11560,"sale","P46","white","bottom left","en face",28,"no",3
2008,"May",16,1,"Poland",9492,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"June",9,26,"Czech_Republic",13664,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",3,16,"Poland",17439,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"May",2,2,"Czech_Republic",7119,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"June",30,29,"Poland",16966,"sale","P60","white","top in the middle","en face",28,"no",4
2008,"August",5,12,"Poland",22812,"blouses","C18","of many colors","bottom right","en face",48,"yes",1
2008,"July",20,5,"Poland",20168,"blouses","C4","brown","top in the middle","en face",48,"yes",1
2008,"May",13,2,"Poland",8988,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"April",8,3,"Poland",2343,"sale","P15","brown","bottom in the middle","profile",38,"yes",1
2008,"April",29,6,"Poland",6589,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"April",4,50,"Slovakia",1338,"blouses","C54","white","bottom right","en face",57,"yes",3
2008,"July",24,42,"Poland",20866,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"May",2,13,"Poland",7131,"trousers","A34","black","bottom right","en face",38,"no",2
2008,"July",18,23,"Poland",19952,"blouses","C41","violet","top in the middle","en face",28,"no",3
2008,"May",5,18,"Poland",7528,"blouses","C49","brown","bottom in the middle","profile",26,"no",3
2008,"June",30,7,"Poland",16942,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"July",14,28,"Poland",19246,"sale","P82","grey","bottom left","profile",48,"yes",5
2008,"June",24,2,"Poland",16003,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"May",29,1,"Norway",11891,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"April",20,11,"Poland",4873,"blouses","C44","white","top right","en face",55,"yes",3
2008,"April",19,29,"Poland",4664,"sale","P16","green","bottom right","en face",33,"no",1
2008,"May",23,23,"Poland",10742,"blouses","C51","grey","bottom in the middle","en face",20,"no",3
2008,"May",28,6,"Poland",11558,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"April",21,10,"Poland",5206,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"May",31,42,"Czech_Republic",12141,"blouses","C11","green","bottom left","en face",33,"no",1
2008,"May",28,6,"Poland",11619,"sale","P18","black","bottom right","en face",28,"no",1
2008,"July",12,3,"Poland",18915,"skirts","B21","red","top left","en face",67,"yes",2
2008,"May",14,1,"Poland",9078,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"July",14,5,"Poland",19204,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",5,2,"Czech_Republic",13067,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"July",1,8,"Poland",17115,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"July",30,1,"Poland",21884,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"June",27,10,"Poland",16524,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"July",22,13,"Poland",20622,"sale","P11","brown","bottom left","profile",38,"yes",1
2008,"July",28,1,"Poland",21518,"sale","P69","of many colors","bottom in the middle","en face",43,"yes",4
2008,"July",31,11,"Poland",22010,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"May",19,7,"Poland",9930,"trousers","A7","blue","top right","en face",43,"no",1
2008,"July",4,2,"Poland",17629,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"June",2,2,"Poland",12334,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"August",4,8,"Poland",22583,"sale","P3","black","top left","en face",48,"yes",1
2008,"May",23,5,"Poland",10739,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"April",10,17,"Poland",2763,"blouses","C31","red","bottom in the middle","en face",33,"no",2
2008,"May",4,28,"Poland",7447,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"May",27,15,"Poland",11406,"sale","P50","grey","bottom in the middle","profile",33,"no",3
2008,"April",4,4,"Poland",1476,"blouses","C45","pink","top right","en face",55,"yes",3
2008,"August",3,25,"Poland",22433,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"June",9,18,"Poland",13594,"trousers","A36","beige","bottom right","en face",33,"no",2
2008,"July",21,73,"Poland",20402,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"May",7,2,"Poland",7929,"sale","P20","green","top left","en face",23,"no",2
2008,"May",19,1,"Czech_Republic",9956,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
